Roll Call Number,Summary,Hot Button Status,Bill Text,Votes
,,,,
Roll Call 85,"HB 296 proposes the establishment of a Family Court Division within the Superior Court of Fulton County as a pilot project, detailing the appointment and responsibilities of judges, district attorneys, public defenders, and other court personnel. The bill also includes provisions for collaboration with other courts, requires judges to undergo training, and sets guidelines for expenses and reporting, with an automatic repeal clause upon completion of the project.",unlikely hot button,"HB 296. By Representative Willard of the 49th: A BILL to be entitled an Act to amend Title 15 of the O.C.G.A., relating to courts, so as to authorize the Family Court Division of the Superior Court of Fulton County in the Atlanta Judicial Circuit as a pilot project of limited duration; to provide for judges and their appointment, designation, and terms; to provide for district attorneys, public defenders, a clerk, probation officers, and other employees; to authorize agreements with other courts and agencies for the assignment of personnel to such court; to authorize the Attorney General to appoint attorneys to represent the Department of Human Resources in such court; to authorize the chief judge of the Superior Court to require family court judges to complete a planned program of instruction; to provide for expenses; to provide for reports; to provide for automatic repeal; to provide for related matters; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Wiles of the 37th. TUESDAY, MARCH 29, 2005 2745 The Senate State and Local Governmental Operations Committee offered the following substitute to","Y Adelman Y Balfour Y Brown N Bulloch Y Butler Y Cagle N Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans N Golden Y Grant Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson E Jones Y Kemp N Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed N Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R N Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber 430 2750 N Hamrick Y Harbison Y Harp Y Heath Y Henson Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 86,"HB 353 aims to legally recognize the professions of industrial hygiene, health physics, and safety, establishing regulations around the use of related titles and terms. It prohibits certain misleading practices and establishes penalties for violations to ensure businesses meet required standards for providing these professional services.",unlikely hot button,"HB 353. By Representatives Dodson of the 75th, Jamieson of the 28th, Barnes of the 78th, Rogers of the 26th and Drenner of the 86th: A BILL to be entitled an Act to amend Title 43 of the O.C.G.A., relating to professions and businesses, so as to provide legal recognition to the professions of industrial hygiene, health physics, and safety; to provide a short title; to provide for a statement of purpose; to provide for definitions; to prohibit certain actions and conduct by individuals and entities; to regulate the use of certain terms and titles; to provide that no business entity shall identify, advertise, or represent itself as a provider of certain services unless they meet certain requirements; to provide that certain conduct shall be an unfair business practice; to provide for penalties; to provide for other matters relative to the foregoing; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Pearson of the 51st. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Miles E Moody Y Mullis Y Pearson Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Thompson,S Tolleson Y Unterman TUESDAY, MARCH 29, 2005 Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D 2751 E Walker Y Weber Y Whitehead Y Wiles Williams Y Zamarripa"
Roll Call 87,"HB 355 amends the Georgia Class Nine Fire Department Pension Fund by changing all references from ""secretary-treasurer"" to ""executive director."" The bill seeks to clarify the title of the position without affecting the pension fund's financial implications, confirming its status as a nonfiscal retirement bill.",unlikely hot button,"HB 355. By Representative Cummings of the 16th: A BILL to be entitled an Act to amend Chapter 7A of Title 47 of the Official Code of Georgia Annotated, relating to the Georgia Class Nine Fire Department Pension Fund, so as to change references to the secretary-treasurer of the fund to read executive director of the fund; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Tate of the 38th. The following Fiscal Note, as required by law, was read by the Secretary: DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 January 31, 2005 The Honorable Bill Cummings State Representative Legislative Office Building, Room 604-A Atlanta, Georgia 30334 SUBJECT: State Auditor’s Certification House Bill 355 (LC 21 8085) 431 2752 Dear Representative Cummings: This bill would amend provisions relating to the Georgia Class Nine Fire Department Pension Fund. Specifically, this bill would change references to the secretary-treasurer of the Fund to read executive director of the Fund. This is to certify that this is a nonfiscal retirement bill as defined in the Public Retirement Systems Standards Law. Respectfully, /s/ Russell W. Hinton State Auditor DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 February 22, 2005 The Honorable Ben Bridges State Representative State Capitol, Room 402 Atlanta, Georgia 30334 SUBJECT: State Auditor’s Certification House Bill 355 (Substitute) (LC 21 8223S) Dear Representative Bridges: This substitute bill would amend provisions relating to the Georgia Firefighters’ Pension Fund and the Georgia Class Nine Fire Department Pension Fund. Specifically, this bill would change references to the secretary-treasurer of the Funds to read executive director of the Funds. TUESDAY, MARCH 29, 2005 2753 This is to certify that this substitute bill is a nonfiscal retirement bill as defined in the Public Retirement Systems Standards Law. Respectfully, /s/ Russell W. Hinton State Auditor The report of the committee, which was favorable to the passage of the bill, was agreed to.","Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Tate Y Thomas,D Y Thomas,R Y Thompson,C Thompson,S Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Williams Y Zamarripa"
Roll Call 88,HB 381 aims to amend the provisions regarding optional retirement allowances in Georgia's Employees’ Retirement System by making technical corrections to resolve conflicting provisions. The bill has been certified as nonfiscal and received favorable support from the committee for its passage.,unlikely hot button,"HB 381. By Representatives Bridges of the 10th and Cummings of the 16th: A BILL to be entitled an Act to amend Code Section 47-2-121 of the Official Code of Georgia Annotated, relating to optional retirement allowances, so as to make technical corrections of certain conflicting provisions; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Schaefer of the 50th. The following Fiscal Note, as required by law, was read by the Secretary: DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 February 3, 2005 The Honorable Ben Bridges State Representative State Capitol, Room 402 Atlanta, Georgia 30334 SUBJECT: State Auditor’s Certification House Bill 381 (LC 21 8116) Dear Representative Bridges: This bill would amend provisions relating to optional retirement allowances under the Employees’ Retirement System. Specifically, this bill makes technical corrections to eliminate conflicting provisions. This is to certify that this is a nonfiscal retirement bill as defined in the Public Retirement Systems Standards Law. Respectfully, /s/ Russell W. Hinton State Auditor The report of the committee, which was favorable to the passage of the bill, was agreed to.","TUESDAY, MARCH 29, 2005 Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer E Seabaugh Y Seay Y Shafer,D 2755 Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 89,"HB 425 allows insurers in Georgia to offer food or refreshments to current or prospective clients during sales presentations and seminars, as long as no insurance or annuity applications or contracts are presented or accepted at those events. The bill aims to amend existing insurance regulations and eliminate any conflicting laws.",unlikely hot button,"HB 425. By Representatives Harbin of the 118th, Knox of the 24th and Watson of the 91st: A BILL to be entitled an Act to amend Title 33 of the Official Code of Georgia Annotated, relating to insurance, so as to permit insurers to provide food or refreshments under certain circumstances to current or prospective clients during sales presentations and seminars provided that no insurance or annuity applications or contracts are offered or accepted at such presentations or seminars; to provide for related matters; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Rogers of the 21st. Senator Hudgens of the 47th asked unanimous consent that","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer E Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 90,HB 442 aims to amend Georgia's regulations concerning exemptions from occupation taxes and fees by defining specific duties for the Department of Veterans Service. The bill has received a favorable committee report and is supported by the Senate sponsor.,unlikely hot button,"HB 442. By Representatives Yates of the 73rd, Lakly of the 72nd, Freeman of the 140th and Warren of the 122nd: A BILL to be entitled an Act to amend Code Section 43-12-2 of the Official Code of Georgia Annotated, relating to qualifications for an exemption from occupation taxes, administrative fees, and regulatory fees, so as to provide for certain duties of the Department of Veterans Service; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Douglas of the 17th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer E Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 91,"HB 85 is a bill that outlines the appropriations for the State Fiscal Year from July 1, 2005, to June 30, 2006. It includes provisions for funding various state initiatives and activities during that fiscal year.",unlikely hot button,"HB 85. By Representatives Richardson of the 19th, Golick of the 34th, Harbin of the 118th, Roberts of the 154th and Keen of the 179th: A BILL to be entitled an Act to make and provide appropriations for the State Fiscal Year beginning July 1, 2005, and ending June 30, 2006; and for other purposes. The Conference Committee Report was as follows: The Committee of Conference on","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Harbison Y Harp Y Heath E Henson Y Hill,Jack Y Hill,Judson Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa TUESDAY, MARCH 29, 2005 2887"
Roll Call 92,"House Bill 492 amends the Georgia Judicial Retirement System to exclude new full-time employees in the Office of Legislative Counsel or the Attorney General's Office from joining the system, effective October 1, 2005. Those already in such positions as of June 30, 2005, can retain their membership rights, but new hires will be required to participate in the Employees’ Retirement System instead.",unlikely hot button,"HB 492. By Representatives Cummings of the 16th and Bridges of the 10th: A BILL to be entitled an Act to amend Article 3 of Chapter 23 of Title 47 of the Official Code of Georgia Annotated, relating to membership in the Georgia Judicial Retirement System, so as to change the dates of election for participation; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Tate of the 38th. The following Fiscal Note, as required by law, was read by the Secretary: DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 February 4, 2005 The Honorable Bill Cummings State Representative Legislative Office Building, Room 604-A Atlanta, Georgia 30334 SUBJECT: State Auditor’s Certification House Bill 492 (LC 21 8118) Dear Representative Cummings: This bill would amend provisions relating to membership under the Georgia Judicial Retirement System. If this legislation is enacted, persons who become employed by the Office of Legislative Counsel or the Attorney General’s Office, and are employed in fulltime positions requiring admission to the State Bar of Georgia, would no longer be eligible to join the Georgia Judicial Retirement System. Membership in the Georgia Judicial Retirement System would be closed to these groups effective October 1, 2005, and such members would be required to participate in the Employees’ Retirement System. It should be noted that persons who are in such positions and elected 499 2888 membership in the Georgia Judicial Retirement System prior to that date would be authorized to remain members of that System. This is to certify that this is a nonfiscal retirement bill as defined in the Public Retirement Systems Standards Law. Respectfully, /s/ Russell W. Hinton State Auditor DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 February 22, 2005 The Honorable Bill Cummings State Representative Legislative Office Building, Room 604-A Atlanta, Georgia 30334 SUBJECT: State Auditor’s Certification Substitute to House Bill 492 Dear Representative Cummings: This substitute bill would amend provisions relating to membership under the Georgia Judicial Retirement System. Specifically, this legislation would affect persons who become employed by the Office of Legislative Counsel or the Attorney General’s Office on or after July 1, 2005, and who are employed in full-time positions requiring admission to the State Bar of Georgia. If this legislation is enacted, such persons would no longer be eligible to elect membership in the Georgia Judicial Retirement System, and would be required to participate in the Employees’ Retirement System. Under the provisions of this bill, persons who are in such positions on June 30, 2005 would retain all rights and obligations outlined in this code section. TUESDAY, MARCH 29, 2005 2889 This is to certify that this substitute bill is a nonfiscal retirement bill as defined in the Public Retirement Systems Standards Law. Respectfully, /s/ Russell W. Hinton State Auditor The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath E Henson Y Hill,Jack Y Hill,Judson Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 93,"HB 505 seeks to amend existing laws regarding the excise tax on rooms, lodgings, and accommodations in Georgia, including changes to county and municipal levies and the Hotel Motel Tax Performance Review Board. The bill has received a favorable report from the committee and is sponsored in the Senate by Senator Cagle.",unlikely hot button,"HB 505. By Representatives Royal of the 171st, Stephens of the 164th and Channell of the 116th: A BILL to be entitled an Act to amend Article 3 of Chapter 13 of Title 48 of the Official Code of Georgia Annotated, relating to the excise tax on rooms, lodgings, and accommodations, so as to change certain provisions regarding county and municipal levies on public accommodations; to change certain provisions regarding the Hotel Motel Tax Performance Review Board; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Cagle of the 49th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath E Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody E Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D N Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 94,"HB 526 amends the existing law that governs the Georgia International and Maritime Trade Center Authority, specifically altering the membership provisions of the authority. The bill includes an effective date, repeals conflicting laws, and has received favorable recommendation from the committee for passage.",unlikely hot button,"HB 526. By Representatives Bryant of the 160th, Stephens of the 164th, Carter of the 159th, Jackson of the 161st, Day of the 163rd and others: A BILL to be entitled an Act to amend an Act creating the Georgia International and Maritime Trade Center Authority, approved April 21, 1995 (Ga. L. 1995, p. 4499), as amended by an Act approved April 4, 1997 (Ga. L. 1997, p. 3791), so as to change the provisions relating to the membership of such authority; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Johnson of the 1st. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath E Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C E Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 96,HB 669 aims to amend Georgia's open meetings laws by revising a definition and including certain associations of school districts under these requirements. The bill also seeks to repeal any conflicting laws and outlines additional related provisions.,unlikely hot button,"HB 669. By Representative Martin of the 47th: A BILL to be entitled an Act to amend Code Section 50-14-1 of the Official Code of Georgia Annotated, relating to open meetings requirements, so as to revise a definition; to provide that certain associations of school districts in this state are subject to the open meetings statute; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Moody of the 56th. Senators Thompson of the 33rd, Meyer von Bremen of the 12th and Reed of the 35th offered the following amendment: Amend","TUESDAY, MARCH 29, 2005 Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath E Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D 2923 Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D N Thomas,R Y Thompson,C Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 100,HB 459 amends the Employees' Retirement System of Georgia to require members seeking disability retirement to submit a written application and allow the board to request relevant information from them. The bill also includes provisions for suspending benefits if information is not provided and reducing benefits if the beneficiary earns more than a specified threshold.,unlikely hot button,"HB 459. By Representative Bridges of the 10th: A BILL to be entitled an Act to amend Chapter 2 of Title 47 of the Official Code of Georgia Annotated, relating to the Employees´ Retirement System of Georgia, so as to provide that a member of such retirement system seeking a disability retirement shall make written application to the board of trustees; to provide that the board of trustees may request relevant information from a disability beneficiary; to provide a penalty for failure to provide such information; to provide for a reduction in disability allowance if the disability beneficiary is found to be earning more than the difference between the disability allowance and the earnable compensation used to calculate such allowance; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Hill of the 32nd. The following Fiscal Notes, as required by law, were read by the Secretary: DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 TUESDAY, MARCH 29, 2005 2941 February 8, 2005 The Honorable Ben Bridges State Representative State Capitol, Room 402 Atlanta, Georgia 30334 SUBJECT: State Auditor’s Certification House Bill 459 (LC 21 8120) Dear Representative Bridges: This bill would amend provisions relating to disability benefits under the Employees’ Retirement System. Specifically, this bill would authorize the Board of Trustees to request relevant information from a disability beneficiary. If the beneficiary refuses to submit the requested information, the Board would be authorized to discontinue the disability benefits until such information is provided. This bill would also allow the Board of Trustees to reduce the disability benefits if the beneficiary is found to be earning more than the difference between the disability allowance and the earnable compensation used to calculate such allowances. This is to certify that this is a nonfiscal retirement bill as defined in the Public Retirement Systems Standards Law. Respectfully, /s/ Russell W. Hinton State Auditor DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 February 17, 2005 The Honorable Ben Bridges State Representative State Capitol, Room 402 Atlanta, Georgia 30334 526 2942 SUBJECT: State Auditor’s Certification House Bill 459(LC 21 8210S) Dear Representative Bridges: This substitute bill would amend provisions relating to disability benefits under the Employees’ Retirement System. Specifically, this bill would authorize the Board of Trustees to request relevant information from a disability beneficiary. If the beneficiary refuses to submit the requested information, the Board would be authorized to suspend the disability benefits until such information is provided. This bill would also allow the Board of Trustees to reduce the disability benefits if the beneficiary is found to be earning more than the difference between the disability allowance and the earnable compensation used to calculate such allowances. This is to certify that this substitute bill is a nonfiscal retirement bill as defined in the Public Retirement Systems Standards Law. Respectfully, /s/ Russell W. Hinton State Auditor The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Golden Y Grant Y Hamrick Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson E Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead TUESDAY, MARCH 29, 2005 Y Harbison Y Harp Y Heath E Henson Y Schaefer Y Seabaugh Y Seay Y Shafer,D 2943 Y Wiles E Williams Y Zamarripa"
Roll Call 107,"HB 665 aims to amend existing laws in Georgia regarding how complaints about fraud, waste, and abuse in state programs are handled. The bill also seeks to ensure that related provisions are updated and conflicting laws are repealed.",unlikely hot button,"HB 665. By Representatives Golick of the 34th, Roberts of the 154th and Smith of the 129th: A BILL to be entitled an Act to amend Chapter 1 of Title 45 of the Official Code of Georgia Annotated, relating to general provisions relating to public officers and employees, so as to change certain provisions relating to complaints or information regarding fraud, waste, and abuse in state programs and operations; to provide for related matters; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Unterman of the 45th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden E Grant Y Hamrick Y Harbison Harp E Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson (PRS) Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Powell E Reed Y Rogers Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Thomas,R Thompson,C E Thompson,S Y Tolleson Y Unterman Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 109,"SB 339 is a bill aimed at amending the act that created the State Court of Clayton County to increase the compensation for the court clerk, judges, and the solicitor-general. It specifies salary adjustments based on state law and includes provisions for additional benefits and effective date from July 1, 2005, while also repealing any conflicting laws.",unlikely hot button,"SB 339. By Senators Seay of the 34th and Starr of the 44th: A BILL to be entitled an Act to amend an Act creating the State Court of Clayton County, approved January 28, 1964 (Ga. L. 1964, p. 2032), as amended, particularly by an Act approved April 13, 2001 (Ga. L. 2001, p. 4327), so as to provide for an increase in the compensation of the clerk of the state court; to provide for an effective date; to repeal conflicting laws; and for other purposes. The House substitute was as follows: A BILL TO BE ENTITLED AN ACT To amend an Act creating the State Court of Clayton County, approved January 28, 1964 (Ga. L. 1964, p. 2032), as amended, particularly by an Act approved April 13, 2001 (Ga. L. 2001, p. 4327), so as to provide for an increase in the compensation of the clerk of the state court; to provide for an effective date; to repeal conflicting laws; and for other purposes. BE IT ENACTED BY THE GENERAL ASSEMBLY OF GEORGIA: SECTION 1. An Act creating the State Court of Clayton County, approved January 28, 1964 (Ga. L. 1964, p. 2032), as amended, is amended by striking Section 3 and inserting in lieu thereof the following: SECTION 3. Judges´ salaries. THURSDAY, MARCH 31, 2005 3317 Each judge of the State Court of Clayton County shall receive a salary equal to 90 percent of the state salary provided by general law for judges of the superior courts, plus 1 1/2 percent of such base salary and any supplement received pursuant to state law or county ordinance multiplied by the number of complete years of service as judge served by such person since January 1, 2005. Such longevity increase shall be calculated and payable in equal monthly installments by the board of commissioners out of the general funds of Clayton County. The governing authority of Clayton County shall be authorized to supplement such salary. SECTION 2. Said Act is further amended by striking in its entirety Section 6 and inserting in lieu thereof the following: SECTION 6. Salary of the solicitor-general. The solicitor-general of the State Court of Clayton County shall receive a salary equal to 70 percent of the salary provided by this Act for the judges of the State Court of Clayton County, not including any county supplements, plus 1 1/2 percent of such base salary and any supplement received pursuant to state law or county ordinance multiplied by the number of complete years of service as solicitor-general served by such person since January 1, 2005. Such longevity increase shall be calculated and payable in equal monthly installments by the board of commissioners out of the general funds of Clayton County. In addition, the solicitor-general shall receive a county supplement to such salary in the amount of $13,500.00 per annum paid on an equal monthly basis. Such amount shall be inclusive of any county supplement the solicitorgeneral was receiving on April 1, 2005, and may be increased by the county governing authority. SECTION 3. Said Act is further amended by striking subsection (b) of Section 8 and inserting in its place the following: (b)(1) The clerk of the state court shall be compensated in the amount of $65,783.00 or in an amount not less than 95 percent of the base amount of the minimum salary of a clerk of the superior court of a county with the population of Clayton County as provided in subsection (a) of Code Section 15-6-88 of the O.C.G.A. without regard to cost-of-living or longevity increases, whichever is greater. The base salary of the clerk shall be increased at the same time and by the same percentage as the minimum salary provided by general law for the sheriff of Clayton County is increased by operation of paragraph (2) of subsection (a) of Code Section 15-16-20 of the O.C.G.A. The board of commissioners is authorized to supplement such 714 3318 compensation in such amount as shall be fixed by the board of commissioners. (2) The clerk of the state court shall be entitled to Clayton County retirement, insurance, annual leave, sick leave, and all other benefits afforded to Clayton County employees under the Clayton County Civil Service System Act, approved April 2, 1963 (Ga. L. 1963, p. 2747), as now or hereafter amended, except as to compensation, employment, and discharge. SECTION 4. This Act shall become effective on July 1, 2005. SECTION 5. All laws and parts of laws in conflict with this Act are repealed. Senator Seay of the 34th moved that the Senate agree to the House substitute to","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson Y Jones Y Kemp Y Me V Bremen Y Miles E Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens E Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
